lookback,btc_sma,vol_target,score,2022_pct,2022_dd,2022_sharpe,2023_pct,2023_dd,2023_sharpe,2024_pct,2024_dd,2024_sharpe,2025_pct,2025_dd,2025_sharpe,2026_pct,2026_dd,2026_sharpe
60,150,0.8,-0.041946209662882705,-5.215723908401637,-7.7605180696435845,-0.9107164097242406,51.105594515615294,-24.380179494710852,1.3338847162269165,72.57882262577316,-28.69533569159566,1.5804738283693853,-5.057478267590021,-22.595461196050493,0.04798106538350326,25.099071752652048,-9.121080385783586,1.5020844570480671
30,100,0.5,-0.0441666773011562,-8.528791747107645,-15.942980336434399,-0.8363467271028066,50.82660361979223,-14.157816634155662,1.7085418411749318,63.07960987550623,-17.322047355026214,1.886255736108457,5.7235315675170595,-13.15367604594334,0.3512642893465464,19.181951728630086,-8.644977529886166,1.333979096912226
14,0,0.3,-0.07167085889874725,-7.247668568212462,-11.332234395403141,-0.45666765202995696,43.22902638814379,-13.263347216531418,1.8182782523150463,41.44152738448123,-11.096448529093905,2.171102063022981,-4.0864618496568745,-16.024289047149832,-0.18379396558336888,9.054440831348142,-16.4512966540314,0.7193725459346783
10,50,0.3,-0.09574748497826507,-8.346531982676918,-12.254583811714204,-0.7798374210991771,38.822878367770784,-10.06142505770672,2.0270373137194624,47.24434626546048,-10.631447822288065,2.5831789041808424,1.2298165247916826,-9.908439886324283,0.15762360108426837,7.62685035753945,-10.750284231856721,0.6851139943356542
10,150,0.5,-0.10509861162066825,-4.102211414465851,-5.724709745520151,-0.977943604049476,23.356698052354872,-26.789182970855308,0.9357720609030704,60.9192913447032,-22.13530352470935,2.0684553424568883,-3.8658266444828393,-18.795858622245433,-0.056285794065081614,14.069419207110956,-8.71401613832733,1.149388562829166
30,100,0.8,-0.10594550785350182,-10.183955363780395,-21.18068865075422,-0.6974420330008938,71.59093245345605,-17.087406065067324,1.8329056174808651,83.34029164229318,-22.874089681368524,1.8191537954516739,1.70151790466595,-17.642281103153135,0.21608818775989688,22.630286127782462,-9.121080385783632,1.3241074074897885
45,150,0.5,-0.10645506683741007,-3.8693617497904564,-5.3846454943433315,-0.9517130346848482,22.15968090749991,-27.810958518577934,0.916602013606262,48.91919206182638,-18.686457553161993,1.541963077701832,-2.361799505589568,-18.737575120777418,0.02381789615602335,15.663873741665824,-10.866917742205295,1.1395330457083377
20,100,0.3,-0.1098828847242393,-6.818760588116957,-10.888326434645467,-1.08378996231371,23.02308899902945,-14.506109749998963,1.3771446725960943,33.58251053957733,-15.604470209504374,1.7884669977771464,8.474543745263464,-8.996112209301167,0.6513815815877683,7.996007402356975,-6.968814426374747,0.8867071839129149
14,100,0.5,-0.11053272943068249,-7.734757335685294,-15.587666107041898,-0.7436498351921534,54.72142510842972,-21.41949872144665,1.61968762428602,63.327150252603246,-18.544633569565296,2.0658349349208254,0.6868462284591148,-20.914363557937886,0.14565457059748194,9.931746017572474,-8.242481809230329,0.8142931799388696
10,100,0.5,-0.15347365137634755,-7.921573176929275,-15.476569667815355,-0.7816755453033999,31.097777963058505,-23.169692614505955,1.181290225266472,62.111479129352844,-22.852722384002313,2.084788662551913,1.7517517686313155,-15.146472816621015,0.19003803521851173,11.842355464149868,-8.714016138327352,0.9535690290287694
