variant,vol_target,lev,is_total_pct,is_cagr_pct,is_maxdd_pct,is_sharpe,oos_total_pct,oos_cagr_pct,oos_maxdd_pct,oos_sharpe
reversion_rsi2_20_60_sma100,,3,-7.197172434322896,-2.4590301251706803,-43.91075431040444,0.19128917599211512,-22.24594018659274,-13.585203511089572,-47.814651635697004,-0.14948924483602913
reversion_rsi2_20_60_sma100,0.5,1,8.542771808467432,2.770144994239576,-9.857489932903352,0.3170707607876649,2.2607863706344933,1.3057445416381874,-9.632861241019219,0.17504966557331117
reversion_rsi2_20_60_sma100,0.5,2,14.123387482752324,4.502067977284474,-19.364412166663193,0.3170707607876679,2.5759968998083194,1.4868315389077846,-18.54878396139573,0.1750496655733137
reversion_rsi2_20_60_sma100,0.5,3,-3.6436663133142533,-1.2296129474146822,-37.75904274735073,0.1475043684859188,-6.506376890705468,-3.8287650381870764,-32.35993095164259,0.04659206528318697
reversion_rsi2_20_60_sma200,,1,4.736886951849928,1.5546671635565223,-15.582842334480596,0.17664726105989498,-4.409121529633186,-2.58273368665507,-16.62132004928877,-0.12504259275341847
reversion_rsi2_20_60_sma200,,2,1.918308248958489,0.6353903236743008,-30.711643170579617,0.17664726105989353,-25.826264759082996,-15.917046846006421,-37.491414114317934,-0.3661800834056262
reversion_rsi2_20_60_sma200,,3,-15.86577039431807,-5.595888870300492,-44.8032999238743,0.12283564760061932,-38.59884025967,-24.65025345614724,-52.10955005263782,-0.43739185483532783
reversion_rsi2_20_60_sma200,0.5,1,6.559764809724289,2.140446284388231,-11.953932182432702,0.25867461468307307,-1.6936128605606116,-0.9863013648810481,-10.522555671071176,-0.05071488315228801
reversion_rsi2_20_60_sma200,0.5,2,9.996158564837376,3.2268098840323,-23.22959417418653,0.2586746146830739,-13.60162960136595,-8.133948670161551,-24.32960360881128,-0.25944248137790404
reversion_rsi2_20_60_sma200,0.5,3,-19.31668600909413,-6.904667075639037,-51.37773369489111,0.021772936686067963,-23.310754837788227,-14.27391248775135,-36.89923502622487,-0.26926276407855454
reversion_rsi2_20_70_sma100,,1,14.87706892921452,4.731610529373165,-16.145061050701827,0.3546816557638445,-4.756854453414128,-2.788530906121167,-17.062153212636332,-0.10095896242123674
reversion_rsi2_20_70_sma100,,2,20.913939703154117,6.534954311607422,-30.477862560417933,0.3546816557638444,-18.637647103763022,-11.280314087554045,-35.19875310098299,-0.19796573832516576
reversion_rsi2_20_70_sma100,,3,6.484384647503272,2.1163559546015343,-45.43298528259028,0.3024154052762063,-41.464265742557735,-26.711191010448797,-57.80512649841245,-0.36953311350766715
